#Insert size (bp)	insert size
690.0	1528.0
691.0	1547.0
692.0	1549.0
693.0	1582.0
694.0	1477.0
695.0	1406.0
696.0	1543.0
697.0	1459.0
698.0	1445.0
699.0	1418.0
700.0	1445.0
701.0	1384.0
702.0	1393.0
703.0	1335.0
704.0	1279.0
705.0	1377.0
706.0	1276.0
707.0	1304.0
708.0	1200.0
709.0	1231.0
710.0	1229.0
711.0	1226.0
712.0	1200.0
713.0	1272.0
714.0	1299.0
715.0	1207.0
716.0	1175.0
717.0	1176.0
718.0	1141.0
719.0	1221.0
720.0	1142.0
721.0	1129.0
722.0	1153.0
723.0	1122.0
724.0	1169.0
725.0	1115.0
726.0	1131.0
727.0	1157.0
728.0	1143.0
729.0	1109.0
730.0	1147.0
731.0	1163.0
732.0	1084.0
733.0	1125.0
734.0	1091.0
735.0	1066.0
736.0	1146.0
737.0	1178.0
738.0	1065.0
739.0	1023.0
740.0	1089.0
741.0	1032.0
742.0	1089.0
743.0	1107.0
744.0	1048.0
745.0	1023.0
746.0	1036.0
747.0	1095.0
748.0	1067.0
749.0	1043.0
750.0	1022.0
751.0	1099.0
752.0	1057.0
753.0	1053.0
754.0	1042.0
755.0	1070.0
756.0	1038.0
757.0	1008.0
758.0	1034.0
759.0	975.0
760.0	1008.0
761.0	1025.0
762.0	968.0
763.0	957.0
764.0	1020.0
765.0	1042.0
766.0	1044.0
767.0	1007.0
768.0	1003.0
769.0	925.0
770.0	971.0
771.0	982.0
772.0	902.0
773.0	913.0
774.0	914.0
775.0	883.0
776.0	892.0
777.0	869.0
778.0	811.0
779.0	866.0
780.0	839.0
781.0	838.0
782.0	838.0
783.0	820.0
784.0	850.0
785.0	809.0
786.0	821.0
787.0	831.0
788.0	777.0
789.0	869.0
790.0	807.0
791.0	816.0
792.0	797.0
793.0	841.0
794.0	803.0
795.0	808.0
796.0	791.0
797.0	861.0
798.0	764.0
799.0	772.0
800.0	846.0
801.0	773.0
802.0	809.0
803.0	811.0
804.0	789.0
805.0	794.0
806.0	769.0
807.0	781.0
808.0	766.0
809.0	835.0
810.0	801.0
811.0	785.0
812.0	758.0
813.0	754.0
814.0	804.0
815.0	744.0
816.0	736.0
817.0	760.0
818.0	811.0
819.0	759.0
820.0	772.0
821.0	761.0
822.0	752.0
823.0	754.0
824.0	743.0
825.0	755.0
826.0	754.0
827.0	763.0
828.0	773.0
829.0	796.0
830.0	737.0
831.0	732.0
832.0	700.0
833.0	715.0
834.0	693.0
835.0	683.0
836.0	653.0
837.0	662.0
838.0	653.0
839.0	619.0
840.0	618.0
841.0	579.0
842.0	653.0
843.0	622.0
844.0	606.0
845.0	631.0
846.0	616.0
847.0	660.0
848.0	634.0
849.0	587.0
850.0	605.0
851.0	599.0
852.0	614.0
853.0	619.0
854.0	640.0
855.0	639.0
856.0	622.0
857.0	582.0
858.0	653.0
859.0	604.0
860.0	608.0
861.0	630.0
862.0	600.0
863.0	614.0
864.0	595.0
865.0	592.0
866.0	602.0
867.0	628.0
868.0	603.0
869.0	583.0
870.0	586.0
871.0	646.0
872.0	588.0
873.0	619.0
874.0	633.0
875.0	550.0
876.0	602.0
877.0	603.0
878.0	554.0
879.0	585.0
880.0	602.0
881.0	605.0
882.0	587.0
883.0	579.0
884.0	582.0
885.0	566.0
886.0	545.0
887.0	582.0
888.0	542.0
889.0	555.0
890.0	593.0
891.0	534.0
892.0	533.0
893.0	515.0
894.0	513.0
895.0	502.0
896.0	493.0
897.0	506.0
898.0	460.0
899.0	499.0
900.0	498.0
901.0	481.0
902.0	503.0
903.0	486.0
904.0	521.0
905.0	497.0
906.0	517.0
907.0	511.0
908.0	489.0
909.0	476.0
910.0	539.0
911.0	506.0
912.0	526.0
913.0	478.0
914.0	501.0
915.0	464.0
916.0	500.0
917.0	497.0
918.0	495.0
919.0	513.0
920.0	498.0
921.0	460.0
922.0	487.0
923.0	450.0
924.0	461.0
925.0	455.0
926.0	468.0
927.0	442.0
928.0	492.0
929.0	440.0
930.0	437.0
931.0	502.0
932.0	459.0
933.0	502.0
934.0	468.0
935.0	466.0
936.0	437.0
937.0	504.0
